"star1","imdb_rating","meta_score"
"Mina Sadati","7.8",85
"Liam Neeson","8.2",70
"Joan Crawford","8.1",75
"Gael García Bernal","8.1",83
"Gore Vidal","7.8",64
"Jack Kehoe","7.7",87
"Choi Woo-sik","8.6",96
"Takuya Kimura","8.2",80
"Edward Fox","7.8",80
"Val Kilmer","8.2",76
"Tommy Chong","7.7",90
"Adesh Prasad","8.3",76
"Kirk Wise","8.0",95
"Ryan Reynolds","8.0",65
"Barry Fitzgerald","7.7",76
"Keira Knightley","8.0",63
"Teresa Mo","7.8",76
"Paddy Considine","7.6",52
"Jesse Eisenberg","7.6",73
"Rachel House","7.9",81
"Sean Bean","8.8",92
"Ben Foster","7.6",88
"Erdem Can","8.4",76
"Bette Davis","8.1",75
"William H. Macy","8.1",85
"Joseph Gordon-Levitt","8.8",74
"Patrick Horgan","7.7",76
"Al Pacino","9.2",100
"Kangana Ranaut","8.2",76
"Brad Pitt","7.8",70
"Riz Ahmed","7.8",81
"Nawazuddin Siddiqui","8.0",76
"Nursel Köse","7.8",85
"Nicolas Bro","7.8",51
"Ayushmann Khurrana","8.0",76
"Ashton Kutcher","7.6",30
"David Hand","7.7",96
"Francis Huster","7.7",73
"Lori Martin","7.7",76
"Michael Peña","7.6",68
"Andy Garcia","7.6",60
"Matthew McConaughey","7.8",84
"James Remar","7.6",65
"Ed Harris","8.2",72
"John Candy","7.9",60
"Bahare Seddiqi","8.3",77
"Richard Burton","8.0",75
"Jennifer Connelly","7.6",72
"Nikolay Grinko","8.2",76
"Samuel L. Jackson","7.7",70
"Rolf Lassgård","7.7",78
"Harrison Ford","8.1",84
"Ellen DeGeneres","8.1",90
"Kate Winslet","7.6",84
"Belén Rueda","7.6",76
"Henning Moritzen","8.0",82
"Robert De Niro","8.2",76
"Roman Griffin Davis","7.9",58
"Djimon Hounsou","7.7",76
"Goya Toledo","8.1",83
"Sophie Kennedy Clark","7.6",77
"Safak Sezer","8.0",76
"Heath Ledger","9.0",84
"Jack Nicholson","8.7",83
"Margaret Avery","7.8",78
"Ann Owens","7.6",70
"Tatsuya Nakadai","8.4",76
"Glenn Ford","7.7",76
"William Holden","8.1",87
"Oliver Stokowski","7.7",60
"Elliot Page","8.8",74
"Karl Malden","8.0",97
"Brendan Gleeson","7.6",81
"Byron Howard","7.7",71
"Gwen Eckhaus","7.7",76
"Hugo Silva","7.6",76
"Denzel Washington","7.8",48
"Colin Firth","8.0",88
"Sean Bridgers","8.1",86
"Shernaz Patel","8.2",76
"Joyce Carey","8.0",92
"Matheus Nachtergaele","8.6",79
"Richard Rosson","7.8",87
"Joaquin Phoenix","7.8",72
"Matthew Broderick","8.5",88
"Thomas F. Wilson","7.8",57
"Donnie Yen","8.0",59
"Alexandre Tharaud","7.9",94
"Janet Leigh","8.5",97
"Jonah Hill","7.6",87
"Catherine Keener","7.6",67
"Angus Macfadyen","8.3",68
"Richard Dreyfuss","8.0",87
"Paulette Goddard","8.4",76
"Jim Varney","8.3",95
"Seth Rogen","7.6",72
"Piper Laurie","8.0",90
"Vicky Kaushal","7.8",76
"Daniel Day-Lewis","7.7",76
"Olivia Cooke","7.7",74
"Winona Ryder","8.0",79
"Slim Pickens","7.7",73
"Michael Strong","7.9",91
"Jingwu Ma","8.1",76
"Mark Rydell","7.6",87
"Salman Khan","8.0",76
"Emma Watson","7.8",91
"Konstantin Lavronenko","8.0",82
"Diane Keaton","7.7",89
"Jack Hawkins","8.1",90
"Won Bin","7.8",76
"Margot Robbie","7.6",83
"Norman Reedus","7.8",44
"Irene Papas","8.2",76
"Rod Taylor","7.7",90
"Christopher Plummer","7.6",76
"Morgan Freeman","8.1",86
"John Saxon","7.7",83
"James Fleet","7.6",84
"Yasuo Yamada","7.7",71
"Louis Eppolito","7.6",52
"Josh Brolin","7.8",62
"Tom Hanks","7.8",73
"John Carradine","7.8",93
"O'Shea Jackson Jr.","7.8",72
"Lauren Ridloff","7.8",81
"Anita Ekberg","8.0",95
"Martina Gedeck","8.4",89
"Kathy Bates","7.8",75
"Carl Möhner","8.2",97
"Jeanne Moreau","7.8",97
"Ryan O'Neal","8.1",77
"Brad Dourif","7.8",65
"Bria Vinaite","7.6",92
"George MacKay","8.3",78
"Christian Bale","7.7",62
"Christian Bale","8.1",81
"Molly Picon","8.0",67
"Oksana Akinshina","7.8",82
"Akihiro Miwa","8.2",80
"Talia Shire","7.6",60
"Yayan Ruhian","8.0",71
"Verna Bloom","7.7",90
"Glen Cavender","8.1",76
"Jean Seberg","7.8",76
"Mandy Moore","7.7",71
"Jodi Benson","7.6",88
"RJ Cyler","7.7",74
"Janelle Monáe","7.8",74
"James Stewart","8.1",94
"Francis Capra","7.8",80
"Lorraine Gary","8.0",87
"Kappei Yamaguchi","7.8",83
"Jamie Lee Curtis","7.9",82
"David Silverman","8.1",79
"Erich von Stroheim","8.1",76
"James Mason","8.3",98
"Linda Hamilton","8.0",84
"Florijan Ajdini","8.1",73
"Hyeong-jin Kong","8.1",64
"Sam Elliott","7.6",88
"Lady Gaga","7.6",88
"Jeremy Irons","8.5",88
"Jeff Anderson","7.7",70
"Jodie Foster","8.6",85
"Takako Matsu","7.8",76
"Fionn Whitehead","7.8",94
"James Cagney","8.1",76
"Carice van Houten","7.7",71
"John Candy","7.6",72
"Burt Reynolds","7.9",85
"Vin Diesel","8.0",76
"Mickey Rourke","7.9",80
"Judy Davis","7.7",69
"Nicoletta Braschi","8.6",59
"Roberts Blossom","7.6",76
"Dominic West","7.6",52
"Jon Lovitz","7.7",81
"Rupert Grint","7.6",78
"Teri Hatcher","7.7",80
"Henry Cavill","7.7",86
"Yun-Fat Chow","7.8",76
"Jessica Tandy","7.7",90
"Megumi Ogata","8.1",76
"Nina van Pallandt","7.6",87
"Samia Kerbash","8.1",96
"Julie Andrews","7.8",88
"Birgitta Valberg","8.1",76
"Danny Huston","7.6",70
"Filipp Yankovskiy","8.1",76
"Jeremy Strong","7.8",77
"Faye Wong","8.1",77
"Carrie Henn","8.3",84
"Akshaye Khanna","8.1",76
"Lucy Boynton","8.0",49
"Andrew Marton","7.8",75
"Gary Oldman","7.6",79
"Naomie Harris","7.7",81
"Patricia Arquette","7.6",52
"Mark Hamill","8.3",58
"Keiko Yokozawa","8.0",78
"Kurt Fuller","7.7",81
"Spencer Tracy","7.8",63
"Wilford Brimley","8.1",57
"Stephen Boyd","8.1",90
"Deborah Kara Unger","7.8",61
"Charlize Theron","8.1",90
"Jüri Järvet","8.1",90
"Michael Madsen","7.7",76
"Edmund Gwenn","7.9",88
"Winona Ryder","7.9",74
"Jack Hawkins","7.7",77
"Bill McKinney","7.7",61
"Julia Roberts","7.7",74
"Jan Cornet","7.6",70
"Christian Bale","7.7",61
"Nataliya Vdovina","8.0",82
"Charles Laughton","8.4",76
"Bradley Whitford","7.7",85
"Jason Cope","7.9",81
"Daniel Stern","7.6",63
"Ilker Kizmaz","8.0",76
"Zoe Saldana","8.0",76
"Alec Cawthorne","8.0",76
"Won Bin","8.1",64
"Luis Guzmán","7.9",85
"Felicity Jones","7.8",65
"Alexandre Rodrigues","8.6",79
"Tim Robbins","7.6",73
"Tom Hanks","7.6",77
"BD Wong","7.6",71
"Pascal Greggory","7.6",66
"Kazuko Yoshiyuki","8.1",68
"John Musker","7.6",88
"Jason Patric","7.6",49
"Yukiko Shimazaki","8.6",98
"Solveig Dommartin","8.0",79
"Ron Livingston","7.7",68
"John Lennon","7.6",96
"Frank Paur","7.8",76
"Gary Sinise","8.8",82
"Justin Theroux","7.6",64
"Kim Greist","7.9",84
"Clint Eastwood","8.1",86
"Franka Potente","7.6",77
"Alan Badel","7.8",80
"Wah Yuen","7.7",78
"Buster Keaton","8.1",76
"Carl Miller","8.3",76
"Charlton Heston","7.9",76
"Malcolm McDowell","8.3",77
"Robert Duvall","9.0",90
"Dharmendra","8.2",76
"Michael Lee Gogin","7.6",41
"Gerald R. Molen","8.0",65
"Donna Reed","7.6",85
"Soledad Villamil","8.2",80
"Christian Friedel","7.8",82
"Benicio Del Toro","7.6",41
"Deborah Kerr","7.6",85
"Art LaFleur","7.8",55
"Arifin Putra","8.0",71
"Sandra Bernhard","7.8",73
"Hyuk-ho Kwon","8.0",72
"Yilmaz Erdogan","8.0",76
"Lisa Hannigan","8.1",85
"Ben Affleck","8.3",70
"Jean-Pierre Léaud","8.1",76
"Chloë Grace Moretz","8.0",89
"Mel Gibson","7.6",68
"Audrey Tautou","7.6",76
"Gloria Stuart","7.7",87
"Sarah Bolger","7.7",76
"Gwyneth Paltrow","7.9",79
"Joseph Gordon-Levitt","7.6",72
"Tony Chiu-Wai Leung","7.9",85
"Melora Walters","7.6",30
"Charley Grapewin","8.0",96
"Brad Pitt","7.7",74
"Ariane Labed","7.9",94
"Logan Lerman","8.0",67
"Johan Heldenbergh","7.7",70
"Florence Lee","8.5",99
"Tallulah Bankhead","7.6",78
"Joe Russo","8.4",78
"Christopher Eccleston","7.6",74
"Laurence Harvey","7.9",94
"Shraddha Kapoor","8.1",76
"Jerry Zucker","7.7",78
"Bill Nighy","7.8",55
"William Harrigan","7.7",87
"Nat Wolff","7.7",69
"Brad Pitt","8.3",55
"Donnie Yen","7.8",65
"Eric Baugin","7.8",73
"Johnny Depp","7.6",52
"Rumi Hiiragi","8.6",96
"Tetsurô Tanba","8.6",85
"Lasse Fogelstrøm","8.3",77
"Bill Paxton","7.9",71
"Clark Gable","8.1",87
"Jack Thibeau","7.6",76
"Mélanie Thierry","8.1",58
"Peter Brocco","8.7",83
"Hiroyuki Okiura","7.9",61
"Michael Caine","8.0",76
"Ethan Hawke","7.7",69
"Ann Reinking","7.9",72
"Scott Adsit","7.8",74
"Sylvia Hoeks","7.8",49
"Barry Keoghan","7.8",94
"James McAvoy","7.7",74
"Dennis Hopper","7.9",59
"Robert De Niro","7.9",79
"Kazuya Tsurumaki","8.1",76
"Ranbir Kapoor","8.1",76
"Charlton Heston","8.0",79
"Rami Malek","8.0",49
"Pavel Ponomaryov","7.8",82
"Catinca Untaru","7.9",64
"Julianne Moore","7.9",85
"Preity Zinta","7.8",67
"Tiny Sandford","8.5",96
"Jean Martin","8.1",96
"Laura Vasiliu","7.9",97
"Sam Wood","8.1",97
"Joan Fontaine","8.1",86
"Kumud Mishra","7.7",76
"Armie Hammer","7.9",93
"Bruno Kirby","7.7",76
"Zoë Kravitz","8.1",90
"Claude Rains","7.7",87
"Leo McKern","7.7",72
"Won Bin","7.8",79
"Mélanie Laurent","8.3",69
"Wagner Moura","8.0",71
"Frederic Forrest","7.8",85
"Ulrich Thomsen","7.8",51
"Orson Welles","8.3",100
"Maria Falconetti","8.1",76
"Craig T. Nelson","8.0",90
"Takao Osawa","8.1",71
"Chris Hemsworth","8.1",74
"Elizabeth Taylor","8.0",75
"Glynis Johns","7.8",88
"Aleksandr Antonov","8.0",97
"Julie Harris","7.9",72
"Dana Wynter","7.7",92
"Bill Nunn","8.1",58
"Amy Adams","7.8",79
"Charles Bronson","8.2",86
"Siu-Wong Fan","8.0",59
"Matt Damon","7.7",86
"Anushka Sharma","8.1",76
"Brooke Adams","7.8",93
"Michelle Pfeiffer","7.7",28
"Josh Lucas","7.6",64
"Philip King","8.1",84
"Russell Crowe","7.7",76
"Jong-ho Kim","8.0",85
"Shirley Eaton","7.7",87
"Diane Keaton","8.0",92
"Pierre Barbaud","7.9",76
"Tim Roth","8.1",58
"Jessica Lange","7.9",72
"John Leguizamo","7.9",65
"James McAvoy","7.8",85
"Richard Crenna","7.8",81
"Bruce Willis","7.7",52
"Jamie Foxx","7.6",68
"Isabella Rossellini","7.7",76
"Yoko Honna","7.6",90
"Joseph Gordon-Levitt","7.7",76
"Zach Grenier","8.8",66
"Sharon Stone","8.2",73
"Kevin Peter Hall","7.8",45
"Gian Maria Volontè","8.0",65
"Patrick Wymark","7.7",63
"Jean-Marc Barr","7.8",76
"Kajol","8.0",50
"Paul Scofield","7.7",72
"Carl Weathers","8.1",70
"Ving Rhames","7.7",86
"Audrey Hepburn","7.7",72
"Neeral Mulchandani","7.7",78
"Merna Kennedy","8.1",90
"John Musker","7.6",81
"Ulla Jacobsson","7.7",77
"Montgomery Clift","7.8",76
"Nell Cattrysse","7.7",70
"Leonardo DiCaprio","8.1",75
"Jean-Louis Trintignant","8.0",100
"Joaquin Phoenix","8.5",59
"Billy Bob Thornton","8.0",84
"Paul Rudd","8.0",67
"Bo Hopkins","7.6",59
"John Hodgman","7.7",80
"Halina Gryglaszewska","7.8",86
"Dana Andrews","8.0",76
"Madeline Carroll","7.7",45
"Simon Pegg","7.9",76
"Mabel Rivera","8.0",74
"Chete Lera","7.7",76
"Natalie Wood","7.7",89
"Sohum Shah","8.2",76
"William Bendix","7.6",78
"Ken Watanabe","8.2",70
"Tokiko Katô","7.7",83
"Rooney Mara","7.8",71
"Philip Seymour Hoffman","7.6",87
"Joe Pesci","7.6",68
"Yeong-hie Seo","7.8",64
"John Getz","7.6",82
"David Herman","7.7",68
"Matthew Macfadyen","7.8",82
"Charles Vanel","8.1",85
"Jim Caviezel","7.8",61
"Alicia Vikander","7.7",78
"Walter Huston","8.2",98
"Robert Morley","7.7",91
"Lawrence A. Bonney","8.6",85
"Samantha Morton","7.7",78
"Paul Newman","8.0",66
"Stuart Wolfenden","7.6",52
"Dan Hicks","7.8",72
"Tomoko Yamaguchi","7.7",86
"Domhnall Gleeson","7.7",78
"Irène Jacob","7.8",86
"Fred MacMurray","8.3",94
"Will Patton","7.8",48
"Anamaria Marinca","7.9",97
"Graham Greene","8.0",72
"J.T. Walsh","8.0",84
"Peter O'Toole","8.3",100
"Mike Myers","7.8",84
"Rosario Flores","7.9",86
"Ellen Burstyn","8.3",68
"Art Parkinson","7.8",84
"Burt Lancaster","7.6",85
"Jake Gyllenhaal","7.7",87
"Jennifer Jason Leigh","7.7",61
"Rachel McAdams","7.6",57
"Julia Roberts","8.0",66
"Alec Guinness","8.6",90
"Rajesh Khanna","8.4",76
"Jessica Chastain","8.0",80
"Jinpachi Nezu","8.2",96
"Bruno Kirby","7.6",76
"Felix Bressart","8.2",86
"Leonardo DiCaprio","8.4",81
"Myrna Loy","8.0",86
"Geneviève Page","7.7",76
"Dakota Johnson","7.6",70
"Chulpan Khamatova","7.7",68
"Audrey Hepburn","7.6",76
"Frank Sinatra","7.9",94
"Kiara Advani","7.8",76
"Edmond O'Brien","8.1",76
"Masayuki Mori","8.2",98
"Maribel Verdú","8.2",98
"Stellan Skarsgård","8.3",70
"Frederick Lau","7.6",77
"Nikolay Grinko","8.1",76
"Robin Williams","8.0",86
"Liev Schreiber","8.1",93
"Patrick Fugit","7.9",90
"Octavia Spencer","8.0",62
"Topol","8.0",67
"Bunshi Katsura Vi","7.7",83
"Brad Pitt","7.8",81
"Karisma Kapoor","8.2",76
"Bulle Ogier","7.9",93
"Rooney Mara","8.0",69
"Regina King","7.7",73
"Art Malik","8.2",76
"Çetin Tekindor","8.4",76
"Mickey Rourke","8.0",74
"Matthew McConaughey","8.2",75
"John Wayne","7.8",76
"Robert Donat","7.6",93
"Jeon Gook-Hwan","7.8",67
"Mitsuo Iwata","8.0",76
"Léa Seydoux","7.7",89
"Ka Tung Lam","8.0",59
"Cary Grant","7.9",96
"Juliette Binoche","7.9",85
"Leslie Odom Jr.","8.6",90
"Robert Redford","7.9",84
"Phillipa Soo","8.6",90
"Saori Hayami","8.1",78
"Katherine Helmond","7.9",84
"Jodie Foster","7.6",76
"Gene Wilder","8.0",80
"Kaitlyn Dever","8.0",82
"Fred Willard","8.4",95
"Dolly Ahluwalia","7.8",76
"Mara Krupp","8.3",74
"Michael Redgrave","7.8",88
"Jeff Garlin","8.4",95
"Audrey Hepburn","7.9",83
"Vladimir Barskiy","8.0",97
"Michael York","7.8",80
"Kevin Jarre","7.8",50
"Jason Robards","8.5",80
"Frank Overton","8.2",88
"Yûnosuke Itô","8.1",76
"Elijah Wood","8.8",92
"Donald Sutherland","7.8",82
"Paul Winfield","8.0",84
"Adil Hussain","7.9",79
"Jack Lemmon","8.3",94
"Monica Vitti","7.9",76
"Clive Owen","7.6",76
"Dakota Fanning","7.7",28
"Nakul Roshan Sahdev","8.0",65
"Katharine Hepburn","7.9",96
"Steve McQueen","8.0",58
"Renée Zellweger","8.0",69
"Ryan Gosling","8.0",94
"Toby Kebbell","7.6",52
"Noriko Hidaka","8.2",86
"Robert De Niro","8.4",76
"Ana Wagener","8.1",76
"Richard Hunt","7.6",74
"Rene Auberjonois","7.6",88
"Toshirô Mifune","8.2",76
"Kevin Bacon","7.6",77
"Gaspard Manesse","8.0",88
"Disha Patani","7.8",76
"Wladyslaw Kowalski","7.8",86
"Nobuo Kaneko","8.3",76
"Brad Pitt","8.1",96
"Davor Dujmovic","8.2",76
"Kyung-jin Lee","8.4",76
"Lew Ayres","8.0",91
"Stephen Chow","7.7",78
"Christopher Adamson","7.8",61
"Leonardo DiCaprio","8.0",76
"James Booth","7.7",77
"Veerle Baetens","7.7",70
"Victor Buono","8.1",75
"Denzel Washington","7.7",69
"Sheetal Menon","8.0",50
"Antonio Resines","7.6",76
"Barry Humphries","8.1",76
"Liam Neeson","7.8",51
"Sylvia Miles","7.8",79
"James Garner","7.8",53
"Patrick Stewart","8.1",77
"Sebastian Maniscalco","8.2",69
"Roberto Benigni","8.6",59
"Anthony Perkins","8.5",97
"John Malkovich","7.8",76
"Paul McCartney","7.6",96
"Shah Rukh Khan","8.0",54
"Kevin Spacey","8.3",84
"Robert Duvall","8.1",83
"Kevin Spacey","7.9",67
"Kim Uylenbroek","7.9",64
"John Fiedler","7.7",86
"Al Pacino","8.0",59
"Darío Grandinetti","7.9",86
"Carl Weathers","7.8",45
"Jennifer Morrison","8.2",71
"Burl Ives","7.9",72
"Michael Caine","9.0",84
"Jeremy Renner","7.9",81
"Dorothy Duffy","7.7",83
"Frank Giering","7.6",69
"Morgan Freeman","7.7",53
"Minori Terada","8.0",78
"Pawan Malhotra","8.2",76
"Tim Blake Nelson","7.7",69
"Sarah Roemer","8.1",76
"Cecil Parker","7.7",91
"Willem Dafoe","8.0",69
"Jonny Lee Miller","8.1",83
"Rei Sakuma","7.8",83
"Chris Elliott","8.0",72
"Roscoe Karns","8.1",87
"Michael J. Pollard","7.8",86
"Harriet Andersson","8.1",76
"Paddy Considine","7.7",76
"Christian Slater","7.9",59
"Tim Allen","8.2",92
"Gabriel Byrne","7.7",66
"Julian Arahanga","7.9",77
"John Cazale","7.8",85
"Lucy Liu","7.7",52
"Tom Cruise","7.9",71
"Michael J. Fox","8.5",87
"Tyrone Power","8.4",76
"Cuifen Cao","8.1",76
"Tom Hanks","8.2",92
"Eduard Abalov","8.1",76
"Craig Parkinson","7.7",78
"Tom Hanks","8.6",61
"Bonnie Bedelia","8.2",72
"Gustav von Wangenheim","7.9",76
"Candela Peña","7.8",87
"Al Pacino","7.7",82
"Charlotte Rampling","7.7",77
"Alan Randolph Scott","7.8",68
"Jack Hawkins","8.1",87
"Judd Hirsch","7.7",86
"David Rawle","8.1",85
"Frank Morgan","8.1",96
"Katharine Ross","8.0",83
"Hector Elizondo","7.7",68
"Robert De Niro","9.0",90
"Aleksey Rozin","7.6",86
"Morgan Freeman","8.2",85
"Valerie Hobson","7.8",95
"Anne Bancroft","8.0",83
"Rod Steiger","7.9",75
"John Cleese","8.1",77
"Cillian Murphy","7.6",73
"Corey Feldman","8.1",75
"Morena Baccarin","7.7",66
"Megumi Hayashibara","7.7",81
"Ahmet Mümtaz Taylan","7.9",82
"Toni Collette","7.8",80
"Edward Asner","8.2",88
"Karl Malden","7.9",91
"Charlie Cox","7.6",66
"Ryan Gosling","7.8",78
"Matt Damon","7.7",73
"Michael Fassbender","8.1",96
"Manuel Morón","7.6",76
"Vince Edwards","8.0",91
"Richard Farnsworth","7.8",75
"Bill Sage","7.6",64
"Peter Coyote","7.8",91
"Peter Bull","7.7",91
"Lamberto Maggiorani","8.3",76
"Walter Matthau","7.7",86
"Neena Gupta","8.0",76
"Jennifer Lien","8.5",62
"Alexandra Maria Lara","8.1",74
"Mariel Hemingway","7.9",83
"Thomas Kretschmann","8.5",85
"Sunny Pawar","8.0",69
"André S. Labarthe","8.0",76
"Morgan Freeman","7.6",72
"Ken Leung","7.6",46
"Philip Seymour Hoffman","8.1",76
"Hideaki Anno","7.8",83
"Mila Parély","8.0",76
"Joan Allen","7.7",73
"Daniel Radcliffe","7.7",81
"Rudy Youngblood","7.8",68
"Bruce Bennett","8.2",98
"Faye Dunaway","8.1",92
"Mackenzie Foy","7.7",70
"Mike Vitar","7.8",55
"Diane Keaton","7.6",60
"Ed Skrein","8.0",65
"Isa Danieli","8.5",80
"Lorelei Linklater","7.8",83
"François Truffaut","7.6",90
"Emeric Pressburger","8.1",76
"Mithun Chakraborty","8.1",76
"Matt Stone","7.7",73
"Jet Li","7.9",85
"Jeff Daniels","7.7",75
"Alfred Abel","8.3",98
"Brooklynn Prince","7.6",92
"Uma Thurman","8.9",94
"Chris Evans","7.8",75
"Gary Busey","7.6",68
"Marie-Laure Dougnac","7.6",66
"Edgar Ramírez","8.0",85
"Bruce Willis","8.2",72
"Donald Sutherland","7.8",49
"Jin-mo Joo","8.0",72
"Alan Rickman","8.2",72
"Clint Eastwood","7.6",69
"Denzel Washington","7.7",73
"Matt Damon","8.0",85
"Joe Pesci","7.6",63
"Yami Gautam","8.2",76
"David Morse","8.6",61
"Humphrey Bogart","7.9",76
"James Stewart","8.6",89
"Jose Coronado","7.6",76
"Shah Rukh Khan","8.2",68
"Richard Masur","8.1",57
"Edward Norton","7.9",82
"David Carradine","8.1",69
"Herbert Grönemeyer","8.3",86
"Lydia Wilson","7.8",55
"John Belushi","7.9",60
"Rica Matsumoto","8.0",76
"Éric Toledano","8.5",57
"Emma Watson","7.9",82
"Takashi Shimura","8.6",98
"Sumi Shimamoto","8.1",86
"Adam Baldwin","8.3",76
"Shailene Woodley","7.7",69
"Harpo Marx","7.8",93
"Bruce Willis","8.1",64
"Henry Bergman","8.2",76
"Cameron Diaz","7.7",90
"George C. Scott","8.4",97
"Mitsutaka Itakura","7.7",76
"Frances McDormand","7.6",82
"Amy Adams","7.9",81
"Melvyn Douglas","8.0",83
"Ricardo Darín","8.2",80
"Judith Anderson","8.1",86
"Alain Delon","8.1",76
"Antonio Banderas","7.6",70
"Catherine Deneuve","7.7",76
"Lola Dueñas","8.0",74
"Lee Byung-Hun","7.8",58
"Erich von Stroheim","8.4",76
"Ryûnosuke Kamiki","8.4",79
"Gert Fröbe","7.7",87
"Michael Stuhlbarg","7.9",93
"Walter Matthau","7.9",83
"Hugh Jackman","7.9",75
"Franca Marzi","8.1",76
"Christopher Reeve","7.8",84
"Diane Keaton","9.0",90
"Bibi Andersson","8.2",88
"James Stewart","7.9",96
"Sanjana Sanghi","7.9",76
"Robert De Niro","7.8",73
"Clint Eastwood","8.1",72
"Nicolas Cage","7.7",83
"Brenda Blethyn","7.8",85
"Kareena Kapoor","8.0",76
"Junko Iwao","8.0",76
"Paul Newman","8.1",92
"Prakash Belawadi","8.0",76
"Colin Firth","8.3",78
"Gael García Bernal","7.6",88
"Bradley Cooper","7.6",88
"Jared Leto","7.8",63
"Rod Steiger","8.1",91
"Dalia Hernández","7.8",68
"Herbert Knaup","7.6",77
"Jennifer Ulrich","7.6",76
"Matt Damon","8.5",85
"Sean Penn","7.7",28
"Patrick Huard","8.1",74
"Muhammet Uzuner","7.9",82
"George Sanders","8.1",86
"Ben Stiller","7.6",76
"William Holden","8.0",84
"Samuel L. Jackson","8.0",90
"Edward Norton","8.5",62
"Greg Kinnear","7.8",80
"Wolfgang Lukschy","8.0",65
"Hiam Abbass","7.6",79
"Kirsten Sheridan","7.9",97
"Charlie Hunnam","7.8",51
"Viola Davis","8.1",70
"John Matthews","8.0",76
"Nicholas Hoult","8.1",90
"Saifei He","8.1",76
"Caio Junqueira","8.0",33
"Ferdia Walsh-Peelo","7.9",79
"John Fiedler","9.0",96
"Anouk Aimée","8.0",95
"Rohini Hattangadi","8.0",79
"William Shatner","7.7",67
"Matthew McConaughey","8.0",80
"Eric Radomski","7.8",76
"Jared Leto","8.3",68
"Dan Hedaya","7.6",82
"Tony Curtis","8.2",98
"Claudette Colbert","8.1",87
"Walter Matthau","7.7",68
"R. Lee Ermey","8.3",76
"Jackie Earle Haley","7.6",56
"Ethan Coen","8.1",85
"Sarah Jessica Parker","7.8",70
"Jake Gyllenhaal","7.8",71
"Jason Schwartzman","7.7",86
"Asa Butterfield","7.8",55
"Cuba Gooding Jr.","7.8",76
"Prabhas","8.2",76
"Catherine Deneuve","8.0",61
"William H. Lynn","7.9",76
"Harrison Ford","8.3",58
"Gary Oldman","8.0",72
"Janine Darcey","8.2",97
"Frederick Lau","7.6",76
"John Hurt","8.4",89
"Michael Madsen","8.0",83
"Tom Berenger","8.1",92
"Ahna Capri","7.7",83
"Louise Lemoine Torrès","8.1",90
"Wallace Ford","7.9",80
"Lee Van Cleef","8.3",74
"Chris Cooper","7.8",71
"Jack Benny","8.2",86
"Nick Frost","7.8",81
"Justin Timberlake","7.7",95
"Roe-ha Kim","8.1",82
"Aaron Taylor-Johnson","7.6",66
"Boyd Holbrook","8.1",77
"Kim Min-hee","8.1",84
"Liam Neeson","7.7",86
"Nick Moran","8.2",66
"Morena Baccarin","8.0",65
"Walter Slezak","7.6",78
"Sean Penn","7.8",61
"Masaaki Ôkura","8.0",76
"Sissy Spacek","7.8",93
"Christina Hendricks","7.7",52
"Humphrey Bogart","8.0",96
"Olivia Williams","8.1",64
"Burl Ives","8.0",84
"Henrik Lundström","7.8",61
"Yeong-su Oh","8.0",85
"Jean Topart","7.8",73
"Benedict Cumberbatch","7.7",72
"Rodrigo De la Serna","7.8",75
"Vera Miles","8.5",97
"Robert Rodriguez","8.0",74
"Anthony Hopkins","8.6",85
"Anthony Quinn","8.2",76
"Raveena Tandon","8.2",76
"Soia Lira","8.0",80
"Patricia Neal","7.6",76
"Mikael Persbrandt","7.6",65
"Dick York","8.1",75
"John Gielgud","8.1",78
"Chris Penn","8.3",79
"Kevin Spacey","8.5",77
"Sibel Kekilli","7.9",78
"Mehdi Nebbou","7.8",76
"Kate Mara","8.0",80
"Robert Arthur","8.1",72
"Laura Dern","7.8",71
"Mayumi Tanaka","8.0",78
"Catherine O'Hara","8.0",82
"Margaret Lockwood","7.8",98
"Yul Brynner","7.7",74
"Bruce Campbell","7.8",72
"Joe Pantoliano","8.4",80
"Rutger Hauer","8.1",84
"Richard Gere","8.1",76
"Eduardo Noriega","7.7",76
"Brian O'Halloran","7.7",70
"Robert De Niro","8.7",90
"Dustin Hoffman","8.0",58
"Owen Wilson","7.7",81
"Emmanuelle Seigner","7.6",66
"Oprah Winfrey","7.8",78
"Ida Engvoll","7.7",70
"Marcia Gay Harden","8.1",73
"Mathieu Amalric","8.1",88
"Klaus Wennemann","8.3",86
"Aamir Khan","8.2",76
"Jon Voight","8.2",76
"Eiji Okada","7.9",76
"Rolf Lassgård","7.7",70
"Javier Bardem","8.0",74
"Laura Obiols","8.0",92
"Azhy Robertson","7.9",94
"Elizabeth Taylor","7.6",84
"Otto Preminger","8.0",84
"Nora Twomey","7.6",81
"Bob Balaban","7.9",82
"Christian Bale","7.7",76
"Paul Newman","8.0",84
"Enzo Cannavale","8.5",80
"Laurence Olivier","8.0",76
"Diego Luna","7.8",65
"Dakota Fanning","7.7",80
"Gerry Robert Byrne","8.3",89
"Kasumi Arimura","7.7",72
"Neil Patrick Harris","8.1",79
"Tsutomu Yamazaki","8.0",84
"Griffin Dunne","7.7",90
"Sanya Malhotra","8.4",76
"Gene Hackman","7.8",86
"Mckenna Grace","7.6",60
"Yves Montand","8.1",85
"Kate Ashfield","7.9",76
"Henry Thomas","7.8",91
